Reporting registers that pass DFT rules
  alu_out_q_reg[0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[18][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[19][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[1][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[20][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[21][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[22][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[23][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[24][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[25][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[26][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[27][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[28][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[29][20] 	PASS; Test clock: clk/rise; 
